,slide,features,patches
0,29320F4A-9913-4F1E-B14F-59CF7002C0E9,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/29320F4A-9913-4F1E-B14F-59CF7002C0E9.h5,5051
1,9C17F458-C22C-415F-B53A-91C305214BD4,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/9C17F458-C22C-415F-B53A-91C305214BD4.h5,5664
2,FABFB0A4-0DF9-4978-8224-AB4250A8EAD4,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/FABFB0A4-0DF9-4978-8224-AB4250A8EAD4.h5,2227
3,471C5633-487F-488C-ACFE-1EF6CD8235D0,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/471C5633-487F-488C-ACFE-1EF6CD8235D0.h5,1582
4,4D2EA67A-1F86-4043-903C-55F5BBFDEB34,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/4D2EA67A-1F86-4043-903C-55F5BBFDEB34.h5,268
5,4BC80BFF-DAF1-4C2E-A18B-DB69239FD75C,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/4BC80BFF-DAF1-4C2E-A18B-DB69239FD75C.h5,2730
6,31A516C8-F6CB-44B1-A774-0ACADF99008B,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/31A516C8-F6CB-44B1-A774-0ACADF99008B.h5,6855
7,99FB9306-6E3A-49C9-B5C9-DCD8DCB2F76A,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/99FB9306-6E3A-49C9-B5C9-DCD8DCB2F76A.h5,1278
8,03FF95CF-189B-406B-9ECE-962F3C39FEDA,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/03FF95CF-189B-406B-9ECE-962F3C39FEDA.h5,690
9,FFA2332E-2BF2-4BC8-BD13-8464E6B492B6,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/FFA2332E-2BF2-4BC8-BD13-8464E6B492B6.h5,7051
10,C6BFFFE6-15BE-4A93-97F7-45D779CD7F86,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/C6BFFFE6-15BE-4A93-97F7-45D779CD7F86.h5,807
11,EE0BED2C-5FBD-48B3-807E-58B4DC384CA8,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/EE0BED2C-5FBD-48B3-807E-58B4DC384CA8.h5,262
12,7EC4A50F-B422-413F-983E-2418103F347F,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/7EC4A50F-B422-413F-983E-2418103F347F.h5,2161
13,7BF0996B-2953-4DB0-AD69-1D43BBB045AC,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/7BF0996B-2953-4DB0-AD69-1D43BBB045AC.h5,3863
14,1B14607C-6C1F-4DED-9412-7E6C79AA95EB,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/1B14607C-6C1F-4DED-9412-7E6C79AA95EB.h5,236
15,435F972E-4E59-4B9B-960B-1C58FFCE56FB,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/435F972E-4E59-4B9B-960B-1C58FFCE56FB.h5,8468
16,46E88F9E-588E-40C3-BEBD-97AE793C8060,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/46E88F9E-588E-40C3-BEBD-97AE793C8060.h5,3610
17,1C6C278B-61EE-4EF9-ACDB-9906AE26487A,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/1C6C278B-61EE-4EF9-ACDB-9906AE26487A.h5,1691
18,EFF09F2E-9BE3-448F-9EE4-399D456D3AB9,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/EFF09F2E-9BE3-448F-9EE4-399D456D3AB9.h5,5567
19,3E589112-1F18-4F1D-8AC6-D51C756C77B7,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/3E589112-1F18-4F1D-8AC6-D51C756C77B7.h5,355
20,8DA3E56C-1737-4908-A001-896A63A81938,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/8DA3E56C-1737-4908-A001-896A63A81938.h5,8254
21,E0B05252-F76F-48C9-99C8-F632491404E3,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/E0B05252-F76F-48C9-99C8-F632491404E3.h5,3012
22,EF17EDA5-961D-4EE2-A134-954EB7453406,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/EF17EDA5-961D-4EE2-A134-954EB7453406.h5,3707
23,5085CE4F-09C9-4F71-BE8E-ADC188694B41,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/5085CE4F-09C9-4F71-BE8E-ADC188694B41.h5,5310
24,24AEF1C6-C33F-4395-8C81-6B4425731158,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/24AEF1C6-C33F-4395-8C81-6B4425731158.h5,17326
25,23A8BE09-6E7C-4625-9898-1B6A2C2AA3D0,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/23A8BE09-6E7C-4625-9898-1B6A2C2AA3D0.h5,1587
26,68271B42-1C84-4AC6-9CD5-069E6EB601B5,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/68271B42-1C84-4AC6-9CD5-069E6EB601B5.h5,6462
27,CDCC280E-1D5F-4212-9621-6448858A88AC,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/CDCC280E-1D5F-4212-9621-6448858A88AC.h5,6548
28,4B1520A4-805F-4294-B479-3628B65F6E38,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/4B1520A4-805F-4294-B479-3628B65F6E38.h5,7185
29,17B0F4DA-39D4-4CB9-8C1F-AF262C34F03E,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/17B0F4DA-39D4-4CB9-8C1F-AF262C34F03E.h5,3322
30,1EF68F2B-2FEB-499F-A609-327AA63A574A,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/1EF68F2B-2FEB-499F-A609-327AA63A574A.h5,1031
31,2C89522C-6311-4586-90DD-13CF6B3C069E,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/2C89522C-6311-4586-90DD-13CF6B3C069E.h5,1412
32,9215A2D7-E714-476C-B04A-FC1C68E585AA,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/9215A2D7-E714-476C-B04A-FC1C68E585AA.h5,2146
33,67CC66F8-CE62-4497-8447-5B56227751D8,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/67CC66F8-CE62-4497-8447-5B56227751D8.h5,3968
34,AADCFD10-A659-4972-85C5-5D63F7FBAD51,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/AADCFD10-A659-4972-85C5-5D63F7FBAD51.h5,4872
35,B47F34DB-EB59-4DA7-8FB9-E384DF0CE24D,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/B47F34DB-EB59-4DA7-8FB9-E384DF0CE24D.h5,1944
36,F71C48DD-87EB-40F1-9274-A62B49DF54F9,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/F71C48DD-87EB-40F1-9274-A62B49DF54F9.h5,1438
37,464F3236-0F1B-4DB0-A74B-92BA8A408630,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/464F3236-0F1B-4DB0-A74B-92BA8A408630.h5,1850
38,17F71CD6-5F9E-420F-9683-FC7ACE1731F5,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/17F71CD6-5F9E-420F-9683-FC7ACE1731F5.h5,10991
39,0233BE26-BFDB-4563-B38F-FB5709D277B5,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/0233BE26-BFDB-4563-B38F-FB5709D277B5.h5,2018
40,250D92C9-5F64-4FA7-8107-9B9173C80F2D,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/250D92C9-5F64-4FA7-8107-9B9173C80F2D.h5,9347
41,8B2B9447-0EB1-4EFB-9F32-A9EB5187C282,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/8B2B9447-0EB1-4EFB-9F32-A9EB5187C282.h5,874
42,A82551E9-293C-4CFC-A6C9-E8BAAED10E27,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/A82551E9-293C-4CFC-A6C9-E8BAAED10E27.h5,101
43,E32211E6-0618-4BCA-BCDA-95EC5D23514A,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/E32211E6-0618-4BCA-BCDA-95EC5D23514A.h5,5620
44,2F867856-C7A3-43BA-8A68-8934EB8AD5EA,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/2F867856-C7A3-43BA-8A68-8934EB8AD5EA.h5,3850
45,8662E871-5C25-4777-8145-521C6BB10FA1,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/8662E871-5C25-4777-8145-521C6BB10FA1.h5,2268
46,BB02CF97-E3B1-42CC-A27E-ED6344907BBD,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/BB02CF97-E3B1-42CC-A27E-ED6344907BBD.h5,967
