,slide,features,patches
0,8C51C856-470B-4595-AC33-445497EC2F0B,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/8C51C856-470B-4595-AC33-445497EC2F0B.h5,1942
1,05E08BDC-D550-401E-BB9D-9904B66005BC,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/05E08BDC-D550-401E-BB9D-9904B66005BC.h5,4744
2,66589969-E642-4F39-A82C-50A04A00D63F,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/66589969-E642-4F39-A82C-50A04A00D63F.h5,4821
3,0B3E9B00-598F-4867-8F1B-3F6C363FDF82,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/0B3E9B00-598F-4867-8F1B-3F6C363FDF82.h5,3749
4,E7228B83-420B-4CFF-AF60-5CE6D864CBA0,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/E7228B83-420B-4CFF-AF60-5CE6D864CBA0.h5,202
5,30D63FE1-F9ED-4D0D-A013-47757E6E5709,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/30D63FE1-F9ED-4D0D-A013-47757E6E5709.h5,15158
6,7D018839-CD41-4D77-8B4B-08B85AB416C8,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/7D018839-CD41-4D77-8B4B-08B85AB416C8.h5,6830
7,D4CDDF85-44F0-46E3-A541-5A5C12C78ECB,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/D4CDDF85-44F0-46E3-A541-5A5C12C78ECB.h5,12559
8,EB095F77-AF34-42EE-BA15-14F0AE23120A,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/EB095F77-AF34-42EE-BA15-14F0AE23120A.h5,3060
9,2A7015F5-3F2C-43CB-8E5F-6D7F60A0128B,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/2A7015F5-3F2C-43CB-8E5F-6D7F60A0128B.h5,1416
10,51D654CA-BD97-448F-8C92-8F1D5DB80F95,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/51D654CA-BD97-448F-8C92-8F1D5DB80F95.h5,17205
11,73F58E52-003A-4595-90EF-AB03FA673F15,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/73F58E52-003A-4595-90EF-AB03FA673F15.h5,14313
12,2826B60F-7A0E-4C18-A79E-18564AA26476,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/2826B60F-7A0E-4C18-A79E-18564AA26476.h5,5595
13,E6F0254E-98AE-4305-A6DF-BAA0993DCA7D,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/E6F0254E-98AE-4305-A6DF-BAA0993DCA7D.h5,2679
14,B74CD3A5-F2F6-464F-BBBE-2B9A6D0E1DFD,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/B74CD3A5-F2F6-464F-BBBE-2B9A6D0E1DFD.h5,7929
15,E45247D2-982E-4C7F-BAC8-E87BB8502075,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/E45247D2-982E-4C7F-BAC8-E87BB8502075.h5,0
16,DD89B814-A635-412F-8383-0FBCCA91DD29,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/DD89B814-A635-412F-8383-0FBCCA91DD29.h5,7177
17,BCEFA729-FF8F-4FC9-B96F-01D6273C59B4,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/BCEFA729-FF8F-4FC9-B96F-01D6273C59B4.h5,2930
18,E9667858-E087-4202-A377-814140EC5589,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/E9667858-E087-4202-A377-814140EC5589.h5,3410
19,1B731E9A-4692-4754-8E92-DC096A22E255,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/1B731E9A-4692-4754-8E92-DC096A22E255.h5,2623
20,3F7D9906-014E-4054-9BF2-9C091E8E34FE,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/3F7D9906-014E-4054-9BF2-9C091E8E34FE.h5,0
21,FC9D7044-EC27-4F2B-8665-BF514F59AC41,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/FC9D7044-EC27-4F2B-8665-BF514F59AC41.h5,2942
22,A9EB2783-743D-4BEE-A812-5F9852D6AACD,/home/p163v/histopathology/UKHD_Neuro/RetCLL_Features/A9EB2783-743D-4BEE-A812-5F9852D6AACD.h5,6402
