,slide,features,patches
0,F17764F3-14E4-4007-83F1-D27B4EF2E918,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/F17764F3-14E4-4007-83F1-D27B4EF2E918.pt,16778
1,6CC9655C-3F24-4BAA-95C6-4A36B3AAF1A6,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/6CC9655C-3F24-4BAA-95C6-4A36B3AAF1A6.pt,30614
2,5E0009FE-2127-4BCD-B694-25A78EACD42E,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/5E0009FE-2127-4BCD-B694-25A78EACD42E.pt,752
3,68B22900-FCD0-4542-B8B8-E4F27435824F,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/68B22900-FCD0-4542-B8B8-E4F27435824F.pt,1258
4,1A1EA0EE-E043-49B6-B4D2-B68D7B03A5A1,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/1A1EA0EE-E043-49B6-B4D2-B68D7B03A5A1.pt,26014
5,4A184B19-E381-486D-B28C-A22C414AB030,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/4A184B19-E381-486D-B28C-A22C414AB030.pt,466
6,29E3CB98-E0AC-44BB-95AA-135E4644775C,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/29E3CB98-E0AC-44BB-95AA-135E4644775C.pt,13532
7,E6FD0B43-A6D4-475C-AA2D-196559628CBB,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/E6FD0B43-A6D4-475C-AA2D-196559628CBB.pt,1472
8,FB189BD1-F05A-45E7-AB7A-209144F1EE4F,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/FB189BD1-F05A-45E7-AB7A-209144F1EE4F.pt,18881
9,81025037-202B-4723-9FE0-5000B4E4DC95,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/81025037-202B-4723-9FE0-5000B4E4DC95.pt,2558
