,slide,features,patches
0,A7EF7031-AE33-4D23-94E9-C6A382C1A2B0,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/A7EF7031-AE33-4D23-94E9-C6A382C1A2B0.pt,2635
1,26F3E065-7DAF-4ED0-832B-7945639AF07E,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/26F3E065-7DAF-4ED0-832B-7945639AF07E.pt,0
2,26D6628C-826B-4213-B5E9-32D29FE46722,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/26D6628C-826B-4213-B5E9-32D29FE46722.pt,2427
3,4ED5FB88-9370-435D-A39A-FF839C4E5D2A,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/4ED5FB88-9370-435D-A39A-FF839C4E5D2A.pt,0
4,6F991561-415B-4DB2-AEBD-0D22BE91CB82,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/6F991561-415B-4DB2-AEBD-0D22BE91CB82.pt,6888
5,73A7559E-D426-4E66-AFF8-6DB7CC75D9C4,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/73A7559E-D426-4E66-AFF8-6DB7CC75D9C4.pt,0
6,4A9E9FEC-69A6-4AE0-976C-35F2D09D893C,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/4A9E9FEC-69A6-4AE0-976C-35F2D09D893C.pt,11000
7,400798CC-5E58-416A-BA58-2F3B6FE56837,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/400798CC-5E58-416A-BA58-2F3B6FE56837.pt,3812
8,23776E85-F541-4849-81E3-F013EB5AC186,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/23776E85-F541-4849-81E3-F013EB5AC186.pt,9229
9,34846042-6F65-4B58-9B2F-A0406F0991A5,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/34846042-6F65-4B58-9B2F-A0406F0991A5.pt,0
10,BA94528D-DAAB-44F2-833A-E0DFE896F798,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/BA94528D-DAAB-44F2-833A-E0DFE896F798.pt,1408
11,AB96212F-B789-414D-9F29-E46B750B3B4F,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/AB96212F-B789-414D-9F29-E46B750B3B4F.pt,1326
12,8A181B66-242C-4497-9112-7EA4327C666A,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/8A181B66-242C-4497-9112-7EA4327C666A.pt,0
13,00E344BC-5A77-4C7C-99BF-4373DBE4F670,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/00E344BC-5A77-4C7C-99BF-4373DBE4F670.pt,5529
14,3C7C9DD4-2F82-4539-A294-7907A140C807,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/3C7C9DD4-2F82-4539-A294-7907A140C807.pt,0
15,CEF3DF3B-5781-49C3-B422-E5371C1FC7BC,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/CEF3DF3B-5781-49C3-B422-E5371C1FC7BC.pt,20625
16,0945DA7D-B5B0-4987-8551-AE189AF4A469,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/0945DA7D-B5B0-4987-8551-AE189AF4A469.pt,5594
17,5621650C-AB60-4998-A784-7B3B4A8413B0,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/5621650C-AB60-4998-A784-7B3B4A8413B0.pt,6179
18,D1BC73EB-4339-4EA9-98D5-3C7EB8426226,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/D1BC73EB-4339-4EA9-98D5-3C7EB8426226.pt,2976
19,53FB353D-8B79-4091-8ADC-BF11A80F5B31,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/53FB353D-8B79-4091-8ADC-BF11A80F5B31.pt,8794
20,86578FB6-F4F6-4300-BB1D-481200EABB5C,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/86578FB6-F4F6-4300-BB1D-481200EABB5C.pt,0
21,74E2C677-DB15-4AE2-B230-F526BC2764A6,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/74E2C677-DB15-4AE2-B230-F526BC2764A6.pt,11501
22,7BF0996B-2953-4DB0-AD69-1D43BBB045AC,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/7BF0996B-2953-4DB0-AD69-1D43BBB045AC.pt,9468
23,21C991A1-5AC4-462A-AFE5-D296DF819030,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/21C991A1-5AC4-462A-AFE5-D296DF819030.pt,0
24,5282EBCE-79DD-46FF-BA93-C57459650CF4,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/moco_pretrained_features_all_tilesize_256_embeddings_768/pt_files/5282EBCE-79DD-46FF-BA93-C57459650CF4.pt,0
