,slide,features,patches
0,84B20A50-4CE4-41E6-B942-32CC4C3CBBCA,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/84B20A50-4CE4-41E6-B942-32CC4C3CBBCA.pt,974
1,084D2262-CBD1-4C4E-9796-B9882318C55E,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/084D2262-CBD1-4C4E-9796-B9882318C55E.pt,80
2,297583D9-95F1-471F-9DC7-E068EE41044E,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/297583D9-95F1-471F-9DC7-E068EE41044E.pt,9084
3,9573D8AA-F80C-4DC0-97E7-C5873A95FB38,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/9573D8AA-F80C-4DC0-97E7-C5873A95FB38.pt,1194
4,5FBF8B62-E994-44D3-AA62-FCF5E4BD4A9A,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/5FBF8B62-E994-44D3-AA62-FCF5E4BD4A9A.pt,2646
5,0F458AF1-9BE2-4F9E-82EE-D0C396150099,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/0F458AF1-9BE2-4F9E-82EE-D0C396150099.pt,8974
6,80199137-EE49-47E8-AB0B-3B8117A8AB57,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/80199137-EE49-47E8-AB0B-3B8117A8AB57.pt,2909
7,7C05A66C-A839-40A5-A903-B2CED7C0EAC1,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/7C05A66C-A839-40A5-A903-B2CED7C0EAC1.pt,19373
8,77DE242F-3543-4330-9D6C-9FB618949126,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/77DE242F-3543-4330-9D6C-9FB618949126.pt,393
9,2DE05A30-B98E-4E10-80C2-C0133596A95E,/omics/odcf/analysis/OE0606_projects/pancancer_histopathology/analysis/shared_playground/CNS_classification/embeddings/UNI_256_1024_UKHD_FULL_dataset/pt_files/2DE05A30-B98E-4E10-80C2-C0133596A95E.pt,3428
